-1990,-31332,-24669,-41510,"[3, 7, 0, 2]"
-2283,-15008,-14431,-20968,"[5, 2, 4, 6]"
-125,-3013,-30661,-11945,"[4, 2, 3, 4]"
-990,-6940,-2356,-6741,"[1, 0, 1, 5]"
-105,-4923,-1841,-6624,"[6, 2, 4, 5]"
-1382,-9590,-3975,-3295,"[9, 0, 5, 6]"
-1656,-26298,-8905,-41339,"[5, 2, 7, 2]"
-1000,-994,-171,-36901,"[7, 3, 4, 1]"
-1105,-11002,-16159,-19860,"[0, 3, 2, 3]"
-258,-10804,-1449,-29681,"[2, 6, 7, 3]"
-975,-27289,-6848,-33783,"[5, 7, 2, 7]"
-720,-10844,-3463,-8772,"[9, 9, 0, 1]"
-297,-4294,-2753,-19143,"[1, 6, 5, 3]"
-986,-37172,-17110,-44174,"[8, 3, 0, 6]"
-3599,-33359,-9332,-12980,"[8, 4, 6, 2]"
-1667,-5467,-2870,-1642,"[8, 0, 3, 5]"
-32,-3694,-1572,-23101,"[2, 5, 1, 5]"
-1336,-1720,-2845,-5495,"[2, 1, 5, 1]"
-709,-12363,-1768,-23272,"[8, 1, 2, 6]"
-1535,-6602,-2435,-5125,"[4, 6, 0, 2]"
-112,-17629,-1737,-19775,"[6, 0, 3, 6]"
-723,-17533,-1275,-8084,"[0, 2, 0, 1]"
-1434,-1807,-2278,-3824,"[1, 4, 3, 4]"
-1088,-5415,-2672,-19189,"[6, 9, 1, 4]"
-700,-20693,-1543,-6989,"[4, 4, 3, 7]"
-882,-18119,-2447,-9167,"[2, 1, 2, 5]"
-791,-6628,-1143,-22605,"[4, 9, 5, 7]"
-1484,-24432,-3641,-16616,"[4, 3, 1, 3]"
-683,-15342,-2704,-36302,"[5, 4, 5, 2]"
-1290,-7398,-4091,-4919,"[1, 8, 0, 3]"
-344,-5546,-2093,-3365,"[3, 4, 0, 5]"
-2072,-18124,-2165,-2042,"[2, 5, 0, 3]"
-1138,-9059,-1074,-9681,"[8, 1, 3, 6]"
-918,-2318,-6813,-7305,"[7, 7, 3, 6]"
-1336,-18178,-5073,-14349,"[2, 6, 1, 7]"
-176,-7879,-2431,-4287,"[3, 1, 0, 2]"
-2471,-5310,-1825,-8572,"[3, 8, 0, 7]"
-737,-2111,-1099,-9537,"[6, 9, 4, 3]"
-926,-23887,-3180,-12920,"[0, 0, 6, 7]"
-1013,-3700,-1571,-12746,"[2, 3, 6, 3]"
-1172,-6315,-403,-4457,"[6, 5, 0, 4]"
-2226,-9185,-4610,-12083,"[2, 3, 2, 6]"
-2752,-10901,-5289,-9520,"[0, 8, 2, 0]"
-321,-30639,-3828,-49275,"[6, 1, 3, 0]"
-597,-13013,-3020,-18068,"[6, 2, 5, 0]"
-478,-10624,-1847,-15718,"[5, 4, 3, 6]"
-1045,-15021,-1942,-11311,"[6, 5, 4, 2]"
-980,-1389,-3210,-9092,"[3, 3, 0, 5]"
-265,-2769,-1065,-3610,"[1, 5, 4, 6]"
-1097,-17363,-1201,-9777,"[6, 4, 2, 6]"
-1073,-7945,-1976,-12990,"[2, 5, 6, 2]"
-65,-3392,-234,-459,"[0, 2, 0, 3]"
-1460,-6044,-8849,-15614,"[5, 7, 7, 2]"
-1259,-7078,-4570,-15485,"[2, 9, 0, 7]"
-231,-3688,-825,-749,"[0, 4, 4, 3]"
-327,-4119,-2884,-3016,"[6, 8, 1, 5]"
-1066,-4453,-787,-1974,"[8, 9, 4, 5]"
-2587,-10850,-3157,-10507,"[7, 1, 6, 4]"
-1880,-7925,-2297,-7867,"[7, 2, 2, 7]"
-1226,-19999,-1927,-7009,"[1, 7, 3, 0]"
-899,-5105,-3774,-1764,"[1, 3, 2, 0]"
-532,-8518,-4436,-19553,"[7, 0, 6, 2]"
-30,-2289,-1133,-2230,"[3, 5, 1, 4]"
-1252,-6327,-4806,-4933,"[7, 9, 2, 7]"
-250,-1911,-812,-8309,"[7, 5, 0, 3]"
-973,-9212,-242,-1885,"[7, 2, 2, 5]"
-850,-5660,-756,-2045,"[4, 3, 2, 0]"
-527,-2059,-647,-12960,"[3, 1, 0, 4]"
-360,-3123,-1627,-3792,"[4, 3, 7, 5]"
-314,-12293,-1250,-5226,"[7, 4, 5, 2]"
-519,-1527,-1771,-10674,"[5, 2, 3, 6]"
-235,-15467,-3088,-9522,"[1, 4, 5, 4]"
-421,-4785,-1034,-1961,"[8, 3, 5, 6]"
-1434,-9074,-3223,-15257,"[8, 5, 1, 0]"
-157,-2509,-827,-458,"[4, 8, 1, 4]"
-270,-17575,-2265,-13918,"[3, 3, 3, 1]"
-224,-8804,-1594,-1153,"[6, 5, 5, 0]"
-1081,-3866,-2954,-923,"[8, 1, 1, 7]"
-1054,-14014,-1757,-3421,"[7, 3, 6, 4]"
-1072,-7016,-637,-4082,"[4, 8, 0, 3]"
-428,-508,-694,-1702,"[4, 8, 4, 1]"
-1412,-3588,-2250,-1978,"[0, 2, 2, 0]"
-1279,-10697,-946,-1295,"[4, 1, 3, 0]"
-883,-1817,-1076,-1885,"[5, 8, 6, 5]"
-303,-1245,-273,-1967,"[7, 7, 4, 3]"
-1034,-3895,-2206,-1684,"[0, 7, 0, 6]"
-141,-4208,-127,-1550,"[0, 7, 4, 3]"
-438,-2153,-1709,-3149,"[7, 1, 3, 2]"
-316,-1309,-114,-1744,"[9, 5, 1, 4]"
-1232,-4279,-991,-5770,"[9, 1, 3, 1]"
-1130,-3063,-1498,-14601,"[4, 6, 1, 6]"
-627,-14600,-1298,-10573,"[9, 5, 4, 7]"
-128,-4076,-620,-7691,"[5, 0, 5, 1]"
-2138,-5292,-2699,-9732,"[5, 2, 6, 0]"
-472,-4128,-338,-2425,"[8, 1, 1, 3]"
-246,-2676,-3215,-7550,"[4, 5, 7, 4]"
-740,-3736,-288,-1745,"[6, 3, 5, 7]"
-353,-3525,-2183,-3334,"[6, 5, 2, 0]"
-1204,-4826,-2170,-5808,"[8, 7, 2, 1]"
-1549,-3695,-1760,-1694,"[8, 8, 0, 4]"
-699,-14581,-669,-7027,"[8, 3, 7, 1]"
-318,-545,-1170,-8103,"[4, 5, 1, 5]"
-496,-581,-485,-6387,"[9, 6, 6, 4]"
-393,-929,-699,-1941,"[4, 0, 4, 2]"
-800,-7638,-707,-925,"[1, 3, 5, 2]"
-142,-645,-360,-534,"[8, 0, 0, 2]"
-1676,-1869,-1697,-5446,"[6, 7, 6, 7]"
-704,-5496,-2339,-5906,"[7, 8, 3, 6]"
-42,-1078,-379,-3804,"[7, 8, 7, 6]"
-322,-2733,-3,-1219,"[1, 7, 1, 5]"
-342,-4265,-1278,-911,"[2, 7, 0, 5]"
-285,-4327,-1205,-1261,"[1, 1, 4, 6]"
-1536,-13560,-1574,-2984,"[4, 2, 6, 3]"
-892,-938,-732,-316,"[4, 0, 3, 4]"
-1987,-5141,-1186,-4152,"[6, 2, 7, 5]"
-670,-2942,-1221,-4853,"[3, 2, 0, 6]"
-400,-6476,-265,-2202,"[1, 9, 5, 1]"
-799,-1796,-350,-4919,"[4, 5, 5, 3]"
-520,-5136,-1615,-3982,"[8, 8, 6, 1]"
-663,-10771,-54,-13556,"[6, 5, 5, 0]"
-820,-1486,-1363,-3437,"[4, 0, 7, 5]"
-518,-2629,-737,-3018,"[4, 8, 1, 0]"
-172,-389,-251,-297,"[8, 5, 5, 3]"
-921,-963,-775,-2727,"[1, 9, 3, 5]"
-1125,-6232,-2525,-5702,"[5, 5, 2, 3]"
-287,-1610,-689,-2290,"[4, 7, 7, 1]"
-237,-1635,-1073,-1304,"[1, 6, 0, 4]"
-470,-6045,-948,-6348,"[3, 8, 7, 2]"
-184,-3277,-579,-427,"[5, 0, 5, 7]"
-222,-1088,-873,-2688,"[9, 2, 3, 6]"
-1035,-3416,-2927,-12863,"[3, 9, 2, 7]"
-140,-339,-541,-411,"[7, 9, 7, 5]"
-128,-1750,-83,-10037,"[5, 8, 5, 0]"
-1465,-2877,-1042,-4504,"[2, 6, 2, 1]"
-1159,-2720,-750,-7316,"[1, 5, 0, 7]"
-208,-1548,-569,-1814,"[3, 9, 3, 6]"
-359,-1054,-722,-694,"[6, 9, 4, 0]"
-793,-3075,-898,-4171,"[3, 3, 2, 5]"
-426,-4326,-860,-996,"[5, 4, 5, 0]"
-386,-4366,-231,-4873,"[0, 8, 6, 0]"
-1025,-816,-526,-533,"[6, 1, 0, 5]"
