-7.79875287737431,-8.256990838930161,-8.215415604031076,-8.35232352177768,-8.293118521428894,-8.344979590584,-8.210105242922632,-8.547045205131864,-8.85732661186646,-8.789249067894435,-8.846869421987654,-8.850170709469191,-8.917360775998638,-8.942997767836808,-0.10935032796221032,-0.19898291820987013,-0.10935032796221032,-0.19898291820987013,-0.09954100115949424,-0.09954100115949424,-0.19898291820987013
-7.79875287737431,-8.256990838930161,-8.215415604031076,-8.35232352177768,-8.293118521428894,-8.344979590584,-8.210105242922632,-8.711292729618378,-8.830085167521416,-8.806277860005661,-8.789295402918023,-8.843952112346857,-8.76387450634821,-8.77223111385253,-8.08528020539257,-14.780230170572947,-9.603842163989064,-14.242106370330594,-14.48680466611442,-14.635712916393773,-14.635114579300781
-7.79875287737431,-8.256990838930161,-8.215415604031076,-8.35232352177768,-8.293118521428894,-8.344979590584,-8.210105242922632,-7.002100093015566,-7.083957498291286,-6.963861510541655,-7.104644170259773,-7.08133265718402,-7.1034269557157845,-7.154684482886651,-0.2962619806350939,-11.402928125857029,-11.04136979446291,-11.520346378235814,-10.405891385893073,-11.382493430223647,-11.38210874614003
-7.79875287737431,-8.256990838930161,-8.215415604031076,-8.35232352177768,-8.293118521428894,-8.344979590584,-8.210105242922632,-7.435832618001741,-7.552096739027532,-7.446118623850273,-7.530961062231903,-7.641144527476465,-7.522230228702081,-7.512579133453283,-8.626574523056,-9.982012079926104,-8.738638406770459,-10.0648337196141,-9.966091916508987,-9.970871756803291,-10.12220278323359
-8.682892493332655,-8.722482537025464,-8.497057409266823,-8.791875858098289,-8.730917082231079,-8.681823090106757,-8.705540106239267,-8.547045205131864,-8.85732661186646,-8.789249067894435,-8.846869421987654,-8.850170709469191,-8.917360775998638,-8.942997767836808,-9.455328349012886,-10.20514778737064,-6.092271882274367,-10.809791220784025,-10.041409212902273,-10.845616125010089,-10.318822502638595
-8.682892493332655,-8.722482537025464,-8.497057409266823,-8.791875858098289,-8.730917082231079,-8.681823090106757,-8.705540106239267,-8.711292729618378,-8.830085167521416,-8.806277860005661,-8.789295402918023,-8.843952112346857,-8.76387450634821,-8.77223111385253,-9.525097975098198,-8.909713581900117,-9.053593278638145,-8.97586063728056,-9.017726334781331,-8.912525292052496,-8.84796700231078
-8.682892493332655,-8.722482537025464,-8.497057409266823,-8.791875858098289,-8.730917082231079,-8.681823090106757,-8.705540106239267,-7.002100093015566,-7.083957498291286,-6.963861510541655,-7.104644170259773,-7.08133265718402,-7.1034269557157845,-7.154684482886651,-6.135295821114702,-6.088742156337524,-6.186103405125422,-6.170814387774217,-6.0899451326596115,-6.190267275968196,-6.211675896603146
-8.682892493332655,-8.722482537025464,-8.497057409266823,-8.791875858098289,-8.730917082231079,-8.681823090106757,-8.705540106239267,-7.435832618001741,-7.552096739027532,-7.446118623850273,-7.530961062231903,-7.641144527476465,-7.522230228702081,-7.512579133453283,-6.028540767847711,-6.142739186933297,-6.113092893611755,-6.040568250570169,-6.123651619894744,-6.1809179012993205,-6.08918474665789
-8.668706616490002,-8.871366349502402,-8.776726833813802,-8.87871529099851,-8.900561408216374,-8.903135178490478,-8.841912124465123,-8.547045205131864,-8.85732661186646,-8.789249067894435,-8.846869421987654,-8.850170709469191,-8.917360775998638,-8.942997767836808,-2.751529712455291,-17.777367540388877,-14.341171552135567,-16.48403420564317,-14.234682826555126,-17.754269137431045,-17.81446067469872
-8.668706616490002,-8.871366349502402,-8.776726833813802,-8.87871529099851,-8.900561408216374,-8.903135178490478,-8.841912124465123,-8.711292729618378,-8.830085167521416,-8.806277860005661,-8.789295402918023,-8.843952112346857,-8.76387450634821,-8.77223111385253,-8.83468058812598,-9.240198451819461,-9.747386324750007,-9.24167790108545,-9.22916669960011,-9.065293492632996,-9.16458742032481
