-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-8.361335030105673,-7.9385014832454806,-11.74319399585653,-9.964758941346664,-7.993551695405892,-3.470037641769523,-7.042278433534552,-12.930167113238284,-14.946151723896536,-2.9999999999999996
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-15.072012151031277,-15.447429683165023,-15.197313372001105,-14.848070472162652,-15.23074236316117,-18.34873754466201,-21.072720266359802,-22.226222419892586,-15.070731277649044,-25.07322129189312
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-15.557999447109964,-15.642629844686724,-15.936537969222544,-15.366569951479699,-15.65104323394452,-16.54342415877657,-16.383532777882767,-16.253890455828447,-15.6278534203004,-15.724034726089274
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-14.9244216518989,-14.892836588700824,-13.899586605478573,-14.329182174781296,-14.350625772781024,-19.90400980808772,-22.71999378432898,-12.912150197784962,-25.56322156897549,-23.483995322290934
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-19.660687033803114,-20.13909817561978,-18.903362996836947,-19.51037584483669,-19.78919628061276,-23.97437798492161,-23.5298511838947,-18.92327584859442,-21.192824928491255,-25.863125067001583
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-19.848798412642896,-20.073189834307712,-19.917292303002103,-20.042797499820136,-19.88217702061434,-24.36220498312593,-22.045192063629496,-19.42980257922692,-20.37526760308319,-21.691155813750296
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-14.92886323594245,-15.126979771760334,-14.310737576543655,-14.788694548689813,-14.95920283634433,-14.387084715471795,-14.773887803745694,-13.708365473505538,-15.453636569763022,-14.527951896449904
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-20.288241525823498,-20.20888338012761,-20.37736310224602,-20.20233860777885,-20.40472975117812,-24.501775674014095,-21.290855234400482,-19.159318319979523,-20.204102286961323,-22.013869019249956
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-19.661966017269904,-21.52917162511202,-20.15019538161751,-20.281602685551082,-21.013667753068027,-20.404360935664407,-20.394781231338193,-20.041675821981165,-20.384865134894994,-20.370155271284872,-22.581930674128827,-21.03115839498287,-19.70162401333115,-20.175514211944922,-21.566184635015514
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-12.629515473495681,-7.969999999999995,-11.052837311448656,-10.150257774665402,-13.255261033364288,-13.625029966997651,-6.972483951067769,-15.154319287426333,-21.21067951214016,-14.455124459301729
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-15.250995976601356,-15.822679992407581,-15.543125321989429,-14.434070315528068,-15.622560606853593,-17.15170705556997,-17.078128854963374,-18.909454813385025,-14.94159967946209,-17.902287843658964
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-15.917340090829462,-15.908383144851621,-16.321204373077485,-15.40891220794465,-16.20177495990481,-15.96810253740848,-16.02311836711124,-16.808127042280574,-15.413287816773533,-16.273768058038463
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-14.813346110982277,-14.972581355294619,-13.905600720225038,-14.351098622867505,-14.883567986318837,-15.362888942864856,-16.641564909790688,-12.980663268470538,-17.923082339121105,-15.034098348842656
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-19.37444467311182,-19.285281411495347,-19.38559068895896,-19.42145950808044,-19.306725771166093,-21.2498681160419,-23.31449831709143,-18.976463649809485,-20.674962118681748,-23.889276847923885
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-20.021426243348575,-20.176781850538713,-19.844683330316222,-19.956804937040637,-20.48918740200677,-20.054495366672725,-21.16900715028639,-19.267954881386665,-20.160724581640714,-20.40410243229296
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-15.175487103596232,-15.723342462568002,-14.408961585588997,-15.081685438389414,-15.25250358157031,-14.142098978776117,-14.234597567913372,-13.423446626702587,-15.301869789222026,-14.156575741539502
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-20.181678611034442,-20.077659799068527,-20.043766207936596,-20.25611294177813,-20.24775904740022,-20.422413498764367,-21.330013286691628,-19.49634110690592,-19.992062509644942,-20.460085126013258
-20.299099786821355,-21.369238744637414,-19.859767589027552,-20.34025838913676,-20.509277337125884,-20.045633958299746,-20.266034069820662,-20.397282241147337,-20.489163334654346,-20.057975644630215,-20.228555442585655,-20.21492805280404,-20.091991095138834,-20.180749527017262,-20.044345579022547,-20.98645209155229,-20.863799247679918,-19.73033337140104,-20.252758160724,-20.40869361729885
