-169,-3266,-1827,-7947,"[2, 0, 0, 3]"
-154,-2046,-2091,-5083,"[2, 1, 0, 2]"
-175,-2475,-1642,-6251,"[1, 1, 2, 1]"
-271,-3036,-3668,-2045,"[1, 0, 1, 2]"
-183,-2475,-1485,-3120,"[1, 3, 3, 0]"
-94,-4654,-641,-1998,"[2, 2, 3, 1]"
-245,-1866,-1206,-202,"[0, 0, 0, 3]"
-180,-1177,-112,-4881,"[4, 4, 3, 0]"
-452,-593,-945,-1195,"[1, 3, 0, 2]"
-443,-600,-615,-648,"[1, 4, 0, 3]"
-351,-3540,-603,-1066,"[1, 4, 1, 2]"
-127,-932,-1364,-5618,"[1, 1, 1, 3]"
-233,-736,-605,-2727,"[3, 0, 2, 1]"
-179,-1404,-255,-922,"[3, 1, 1, 3]"
-275,-1204,-546,-349,"[0, 4, 2, 3]"
-113,-2050,-484,-1901,"[0, 0, 2, 0]"
-40,-99,-3,-134,"[1, 1, 0, 2]"
-181,-217,-748,-3009,"[2, 4, 2, 3]"
-301,-1220,-545,-959,"[1, 3, 2, 1]"
-257,-710,-321,-1854,"[2, 1, 2, 3]"
-84,-161,-169,-146,"[2, 1, 1, 3]"
-170,-1212,-273,-838,"[3, 1, 3, 0]"
-70,-1127,-161,-441,"[0, 3, 1, 2]"
-70,-307,-192,-47,"[0, 2, 1, 3]"
-115,-1226,-76,-1619,"[3, 1, 2, 3]"
-119,-949,-476,-594,"[2, 4, 2, 3]"
8,2,-35,-106,"[4, 3, 3, 1]"
-145,-326,-254,-233,"[4, 2, 1, 3]"
-94,-865,-284,-280,"[4, 1, 1, 3]"
-402,-1212,-298,-885,"[0, 3, 3, 0]"
-46,-447,-78,-554,"[3, 3, 3, 0]"
-154,-56,-574,-23,"[1, 1, 0, 2]"
-51,-186,-109,-1738,"[2, 3, 1, 2]"
-128,-434,-402,-1280,"[3, 4, 3, 2]"
-95,-370,-542,-624,"[0, 4, 3, 0]"
-49,-392,-54,-66,"[3, 1, 0, 2]"
2,-55,-7,-9,"[1, 4, 1, 3]"
-191,-1214,-157,-150,"[1, 0, 2, 3]"
-59,-880,-579,-921,"[4, 1, 2, 1]"
-152,-986,-214,-470,"[3, 1, 3, 2]"
-163,-129,-114,-602,"[0, 0, 2, 0]"
-162,-553,-146,-31,"[1, 3, 3, 0]"
-92,-196,-24,-41,"[0, 2, 1, 2]"
