-230,-5758,-2664,-2702,"[2, 0, 1, 2]"
-184,-2270,-2627,-7854,"[1, 2, 2, 3]"
-201,-2609,-985,-3279,"[3, 3, 3, 2]"
-172,-4161,-959,-371,"[1, 0, 0, 3]"
-174,-1320,-1201,-2623,"[3, 2, 0, 3]"
-144,-332,-2181,-1682,"[3, 3, 3, 2]"
-112,-3017,-2105,-1759,"[3, 0, 2, 0]"
-186,-5259,-638,-4775,"[3, 4, 2, 1]"
-109,-838,-294,-232,"[2, 1, 2, 0]"
-285,-1529,-635,-2156,"[0, 3, 1, 2]"
-145,-309,-57,-520,"[4, 3, 3, 0]"
-236,-1096,-1001,-1187,"[2, 2, 0, 1]"
-142,-1473,-410,-1926,"[2, 3, 0, 2]"
-60,-4155,-1908,-1887,"[1, 4, 3, 0]"
-107,-663,-666,-2025,"[4, 3, 3, 2]"
-190,-829,-834,-2586,"[2, 4, 1, 0]"
-273,-592,-933,-829,"[0, 0, 3, 0]"
-347,-499,-207,-442,"[4, 0, 0, 3]"
-158,-1619,-130,-1099,"[1, 0, 0, 1]"
-159,-529,-552,-294,"[2, 1, 0, 1]"
-47,-188,-81,-258,"[4, 0, 0, 1]"
-64,-517,-280,-1477,"[0, 4, 3, 0]"
-67,-865,-291,-268,"[1, 4, 1, 3]"
-361,-711,-240,-2498,"[3, 3, 2, 3]"
-189,-183,-170,-552,"[2, 0, 1, 0]"
-182,-1068,-312,-1329,"[4, 1, 2, 3]"
-116,-1950,-325,-1024,"[4, 4, 2, 1]"
-283,-114,-595,-757,"[0, 2, 2, 0]"
-111,-966,-332,-1327,"[3, 3, 1, 0]"
-222,-456,-313,-769,"[0, 2, 2, 0]"
-274,-855,-633,-684,"[0, 2, 0, 3]"
-231,-627,-128,-311,"[0, 3, 3, 0]"
-178,-178,-272,-252,"[3, 4, 0, 2]"
-375,-639,-215,-472,"[2, 2, 2, 1]"
-114,-510,-193,-110,"[1, 3, 0, 2]"
-75,-258,-58,-181,"[0, 2, 3, 0]"
-220,-694,-227,-277,"[2, 2, 2, 1]"
-53,-592,-441,-678,"[0, 0, 3, 1]"
-105,-1140,-216,-443,"[2, 1, 2, 3]"
-85,-997,-83,-132,"[1, 1, 2, 1]"
-129,-978,-204,-342,"[1, 1, 1, 2]"
-262,-345,-530,-365,"[0, 0, 1, 2]"
-114,-588,-308,-240,"[0, 0, 1, 2]"
-153,-568,-242,-283,"[0, 2, 0, 3]"
-126,-194,-144,-287,"[4, 2, 1, 2]"
-23,-503,-58,-204,"[2, 2, 2, 3]"
-104,-24,-1,-217,"[2, 0, 2, 0]"
6,-4,-4,-799,"[0, 4, 1, 3]"
-97,-856,-128,-188,"[4, 1, 1, 3]"
-65,-533,-25,-609,"[4, 1, 0, 3]"
-52,-81,-727,-147,"[2, 3, 2, 0]"
-207,-431,-227,-745,"[4, 0, 1, 0]"
-54,-294,-241,-334,"[4, 0, 1, 0]"
-161,-529,-52,-88,"[4, 1, 1, 2]"
-94,-352,-141,-190,"[3, 4, 0, 2]"
-275,-217,-208,-1363,"[4, 2, 3, 1]"
-83,-192,-51,-169,"[3, 4, 1, 2]"
-93,-97,-79,-70,"[1, 0, 2, 0]"
-124,-785,-211,-46,"[0, 1, 3, 2]"
-20,-308,-46,-367,"[2, 0, 2, 3]"
-172,-648,-39,-892,"[1, 4, 0, 1]"
-200,-309,-73,-224,"[4, 1, 0, 1]"
-64,-71,-34,-400,"[0, 2, 1, 2]"
-49,-19,-9,-75,"[0, 2, 1, 0]"
-105,-384,-253,-187,"[2, 0, 3, 2]"
-19,-25,-9,-78,"[1, 1, 0, 3]"
-54,-100,-52,-323,"[4, 0, 1, 2]"
-121,-240,-82,-905,"[2, 4, 2, 1]"
-96,-187,-170,-246,"[3, 0, 3, 0]"
2,-55,-22,-132,"[4, 0, 2, 3]"
-54,-283,-236,-230,"[4, 4, 0, 2]"
-77,-85,-107,-177,"[1, 3, 0, 2]"
-93,-160,-66,-467,"[0, 4, 2, 0]"
-114,-299,-171,-96,"[4, 4, 2, 0]"
-14,-431,-25,-150,"[0, 0, 0, 1]"
-115,-725,-9,-42,"[1, 3, 3, 2]"
-46,-302,-8,-50,"[1, 3, 1, 2]"
-59,-84,-240,-71,"[0, 2, 2, 0]"
-10,-3,-90,-75,"[4, 1, 2, 0]"
-115,-410,-178,-133,"[1, 2, 0, 1]"
-200,-40,-10,-249,"[2, 1, 3, 2]"
-33,-47,-65,-160,"[2, 3, 0, 2]"
-10,-48,-21,0,"[4, 0, 0, 2]"
-37,-83,-10,-584,"[1, 2, 1, 2]"
-53,-292,-79,-412,"[1, 3, 0, 1]"
-29,-357,-37,-457,"[3, 4, 1, 3]"
-22,-97,-8,-74,"[4, 4, 1, 2]"
-122,-336,-43,-327,"[3, 0, 3, 0]"
-109,-300,-128,-211,"[0, 2, 2, 1]"
-56,-25,-163,-60,"[2, 2, 3, 1]"
-72,-389,-5,-158,"[3, 3, 0, 1]"
-40,-342,-92,-232,"[0, 0, 3, 2]"
-19,-131,-44,-159,"[2, 2, 3, 0]"
-62,-50,-128,-86,"[0, 3, 0, 3]"
-24,-151,-97,-73,"[2, 4, 1, 2]"
-10,-357,0,-292,"[2, 3, 3, 1]"
-105,-42,-21,-141,"[0, 2, 3, 2]"
-68,-296,8,-9,"[2, 0, 2, 1]"
-16,-72,-26,-124,"[0, 1, 2, 1]"
-50,-1,-43,4,"[3, 4, 3, 0]"
-85,-163,-64,-148,"[3, 2, 1, 0]"
-135,-166,-64,-9,"[3, 2, 2, 3]"
1,10,8,3,"[4, 3, 3, 1]"
-114,-201,-48,-136,"[0, 4, 2, 1]"
-92,-126,-15,-68,"[0, 1, 3, 2]"
-92,-66,7,-127,"[3, 2, 1, 3]"
-68,-40,-35,-21,"[2, 1, 3, 2]"
-29,-159,-10,-49,"[2, 3, 1, 0]"
9,-176,8,-25,"[2, 1, 2, 0]"
-49,-224,-38,-119,"[3, 0, 0, 3]"
-40,-258,-80,-67,"[1, 4, 2, 0]"
-122,-162,-62,-63,"[2, 1, 3, 1]"
3,2,-9,11,"[0, 1, 0, 2]"
-12,-149,-49,-19,"[0, 2, 3, 2]"
-28,-54,-33,-215,"[4, 2, 0, 1]"
-31,-27,-45,-22,"[1, 1, 0, 3]"
-4,-322,-48,-59,"[3, 3, 0, 1]"
-50,-111,-13,-45,"[4, 1, 3, 2]"
-68,-154,-89,-63,"[1, 4, 0, 1]"
-27,-63,4,-33,"[3, 1, 1, 2]"
0,-16,5,-51,"[2, 4, 1, 2]"
-4,-3,7,-29,"[3, 0, 2, 1]"
-11,6,-1,-16,"[0, 3, 1, 2]"
-32,-115,-29,-82,"[0, 3, 0, 1]"
-6,-105,-12,-1,"[3, 4, 3, 0]"
-97,-116,-25,-157,"[4, 2, 1, 3]"
-32,-108,-32,-37,"[3, 4, 0, 1]"
-51,-252,-4,-169,"[1, 2, 2, 3]"
-52,-108,-42,-158,"[4, 4, 2, 0]"
-23,-80,-21,-14,"[4, 2, 3, 2]"
-22,-183,-10,-37,"[4, 2, 0, 3]"
-6,-204,-41,-15,"[4, 1, 2, 1]"
-9,-70,-33,-7,"[2, 3, 2, 0]"
-16,-27,-3,-32,"[2, 1, 0, 1]"
-2,-64,5,-16,"[3, 1, 3, 2]"
-43,-131,-7,-143,"[3, 4, 2, 0]"
-72,-349,-83,-119,"[0, 4, 2, 1]"
-109,-193,-122,-343,"[4, 0, 1, 0]"
-61,-216,0,-11,"[4, 1, 3, 0]"
-8,-9,-29,-20,"[0, 2, 3, 2]"
-3,-19,-5,-9,"[1, 2, 1, 3]"
-55,-169,-51,-164,"[4, 4, 2, 1]"
-2,-17,12,-5,"[1, 3, 1, 3]"
-18,-217,-23,-302,"[2, 0, 1, 0]"
-12,-74,6,-3,"[3, 4, 1, 0]"
-141,-218,-43,1,"[1, 2, 2, 3]"
-18,-26,-15,-15,"[2, 2, 1, 0]"
0,-2,-34,-53,"[3, 1, 2, 0]"
-17,1,10,11,"[3, 3, 3, 0]"
-125,-50,-13,-33,"[4, 1, 2, 3]"
-56,-85,-7,5,"[3, 1, 0, 2]"
-15,-58,-4,-22,"[1, 4, 3, 2]"
5,-14,-6,6,"[3, 0, 2, 1]"
-17,-128,-4,-21,"[3, 2, 2, 3]"
-144,-163,-24,-382,"[1, 0, 1, 3]"
3,11,-9,3,"[1, 0, 0, 2]"
-12,-165,-26,5,"[4, 4, 1, 2]"
